review_text,overall,sentiment,sentiment_label,review_length_class,length_label,token_count,category
"this came with four different size ear buds, none of which fit my ear canal. i had to spend a lot of extra money on custom ear molds but now i am very happy. with the custom ear molds they stay in place perfectly even while running. they are light, small and deliver decent sound and it's great with the cell phone. the noise reduction wile i am talking on the cell phone works better than any other ear piece that i have ever used.",4,positive,2,long,2,85,cellphones
"like all oxo products, it's well made and does the job it's intended to do.",5,positive,2,short,0,15,home
"i needed a 5 volt dc power supply that could be powered from a 12 volt battery or other 12 v dc power source. this fit the bill nicely and inexpensively. clipped the connector off and used my own connector and off to the races it went. my dvm measured 4.99 v loaded at 600 ma and 5.01 volts unloaded so i am pleased as punch. plus the temperature rise is only a few degrees indicating good efficiency. interesting packaging with the motorola logo lit with a blue led. might mention the two leads inside the insulated wire one red, other black are stranded wire of about 20 guage so i can see how flexing the cable at the connector when attached to a device in an auto might cause an intermittent break. a little duct tape or heat shrink tubing at the connector might not look pretty but should keep the wire from stressing.",5,positive,2,long,2,155,cellphones
"love the oxo spoon spatulas and have several of the. they work great, don't break and clean easily in the dishwasher.",5,positive,2,short,0,21,home
"it took little while to receive them from supplier. when i got them probably with in a week time, i found ten devices to use these. its been several months and they seem to be holding up during regular use.",5,positive,2,medium,1,40,cellphones
i hate to cook and have never used a pressure cooker. after reading all the helpful reviews i made the leap and bought this one. i love it!!! it is not hard at all and i can't believe how fast it cooks.,5,positive,2,medium,1,42,home
"i needed one of these to connect one new camera to the computer.on this specific cable, everything is done right, including the price. it is usb 2.0 certified, meaning that it supports data transfer rates of up to 480mbps and, if your device accepts a micro b plug, this is the cable to get. maybe the 2 meter length 6 ft. is a little bit too much but it does not bother me a lot and there may come a time when a cable this long may come in handy.i am awarding this item 5 stars for price, quality and, especially, for the very good presentation on amazon's page. notes anyone in the market for a usb cable should be very careful because there are at least 6 kinds of usb connectors. if you are buying a cable that connects 'something' to your computer or laptop, the computer end of the cable will always be a usb a or 'type a' connector. at the other end, you may have a usb b type b a nearly square shaped connector used mostly to deliver power to a device but this is rare. most likely, you will have a mini b or a micro b. the difference between the 2 is that the micro b is half as thick while the width is the same mini b is 3x7mm while micro b is 1.5x7mm.if your device phone, pda, camera is a 'new' one and it's using usb, chances are that they will need a micro b connector because the industry seems to be adopting the 'micro' form factor as its standard. if the above sounds simple, you should keep in mind that some devices require mini ab or micro ab connectors, also known as usb otg onthego devices.my advice before ordering any cable, make sure that you clearly understand what type of cable you need. this amazon listing and most cables unlimited listings are most helpful because the amazon page gives you a visual of what the connectors look like. whenever in doubt, do some more research.",5,positive,2,long,2,345,cellphones
"i gifted my phone to the phillipines, but needed a replacement battery that i shipped over. i presume it worked.",3,neutral,1,short,0,20,cellphones
this product works great and does what i need it to do and still to this day works just fine and i have had it a little over a year.!,4,positive,2,short,0,30,cellphones
easy to use and clean ups is easy do to the non stick surface...food cooked on the surface slid right off without burning onto the surface,4,positive,2,short,0,26,sports
"it toasts bread fine . if it is like the rest of the toasters that i have used over the years the base will begin to rust soon and it will need to be replaced in a few years. i guess if they made it rust proof, they would have to charge a lot more for the unit.",4,positive,2,medium,1,58,sports
"i noticed a few reviews stating the sound was good but it's quite the opposite. the sound is muffled and you have increase the volume level to the max to even hear it. i used these headphones with my new sony ericsson w350. though the sound is aweful, the functionality and dirt cheap price makes up for it. it's your basic handsfree one button headphones but the good part is it allows you to replace the headphones with any others as there is a jack at the end of the hands free. i have a seperate set of sony earbuds that sound amazing and used them on the handsfree. the sound quality jumped and allowed me to continue using hte hands free feature. the only draw back is it left a ton of wiring all over the place as my earbuds have a long cord to begin with and the hands free is almost as long. that was a big draw back but i dont fault these phones. i was extremely satisfied with this purchase despite the drawbacks and you just cant beat the price.very important for those of you that care for looks, these phones did not come in silver as indicated in the 1st picture above. they came in black as in the second picture. i prefer black so im okay with it but if your looking for silver, you will be dissapointed.",4,positive,2,long,2,235,cellphones
product is not tear free. found out after my daughter complained and i tested it in my own eyes. ouch!,3,neutral,1,short,0,20,sports
its nice to have a back up charger and also have it at home and work. you never know when you will need a charge n this one works great,5,positive,2,short,0,30,cellphones
i bought this to mount on my muzzle loader. it has the ideal magnification for deer hunting in heavy cover where things tend to get up close and personal. at the price i paid i didn't expect to get much more than the minimum. this scope is much better than the minimum. light transmission and clarity are way above average. the size is just right and the build quality is terrific. my boom stick kicks like a mule but the scope hold it's zero tenaciously. i wish i needed two.,5,positive,2,long,2,90,sports
this worked pretty great for the first few months.. after changing the filter and using it continuously throughout the past 6 months the performance has gone way down. its a really big disappointment for the price.. i think i paid nearly 60 at the time. i would recommend getting a bag less wireless vacuum if you are considering. getting replacement filters for this annoying and the fact that it doesn't perform that well after a few uses i would just look elsewhere.,2,negative,0,long,2,82,home
"i have been looking to replace a 40 year old spatula for quite some time. i wanted a flexible, thin, yet sturdy surface. this is just what i was looking for. the blade is thin and flexible, yet holds up under weighty foods. i am very happy to have found it!",5,positive,2,medium,1,51,home
it fits very comfortably in my hand and makes scrubbing potatoes and other veggies very easy. i wish i would have seen this a long time ago. now i plan to buy more for gifts and to have an extra for myself.,4,positive,2,medium,1,42,home
"i've had a lot of bluetooth headsets over the years and this one currently ranks as my all time favorite. it is not perfect but it does many things well. a summary pros paired very easily call quality coming in and going out is excellent and works well with voice dialing and voice commands on my iphone . great for listening to podcasts just using the single headset without extra earpiece since they are already monaural. good for listening to music with the second earpiece attached. controls my phone and ipod functions very well. i can pause and resume what i was listening to on my iphone anytime.cons sometimes misses a second of music doesn't happen with calls at all . stereo sound quality is good but not fantastic. since i listen mostly to podcasts and audiobooks, it doesn't make any difference and when i listen to music, it is good enough for me. the connector for charging is micro usb. my first 855 had a problem with the connector loosening so it would reliably charge. plantronic promptly replaced it. i hope that was a fluke or they have improved that part of the build.overall, really like this headset and its versatility.",4,positive,2,long,2,202,cellphones
"great cooker. i have been using this one since about 2008. very reliable, nice flat bottom that is very thick. i use it on a glass top stove without any problem.",5,positive,2,short,0,31,home
i have these for all of my firearms they are great for a quick clean after target practice or hunting.,4,positive,2,short,0,20,sports
it's a decent case. it keeps my phone protected but it already broke and had to be superglued when i removed it for the first time to clean off my phone. once glued back it's been fine again.,3,neutral,1,medium,1,38,cellphones
been using these bands from time to time and so far so good. elasticity is great and the accessories come in handy. just wish they were a tad longer.,4,positive,2,short,0,29,sports
"i have owned one the same one for about 15 years and i use it several times daily. a very useful item. i use it as a counter scraper when baking and as a salad and sometimes nut chopper, also to scrape the cook top on my ceramic range. i sharpen it on a diamond stone every couple of years, it holds its edge well. i wash it mostly by hand but sometimes in the dishwasher. the hard rubber handle shows no sign of age. the blade is 1mm thick. i rounded the corners slightly to prevent gouging when i use it to scrape my wood cutting boards. i scrape with the blade near perpendicular to the surface, bad for any blade but it holds its edge so hey.",5,positive,2,long,2,129,home
pros the imp52d is a convenient sized charger that includes an led light and a red laser light and a cloth bag to carry it and a usb cable. i use it to keep my motorola droid razr charged. i am able to charge my phone a couple of times before having to recharge the unit. the unit charges in a few hours. i like the size of it as i can carry it in my pants or shirt pocket. this is our second new trent charger and am pleased with both of them.cons nonepossible improvements the led and laser lights are nice but operationally the laser light comes on when you press the power button for a second. this actually could be unsafe especially if a child gets their hands on it. the way in which the two lights come on should be reversed.,5,positive,2,long,2,145,cellphones
"this does not fit the ruger 10 22 standard carbine barrel. i was excited to use this product as a way to field clean my 10 22 in case i needed, but it doesn't look like i'll be able to anyhow. just be warned.",2,negative,0,medium,1,44,sports
i don't know how anybody can make a cable like this under a buck. it looks like good quality. it's working. delivered on time. all under a dollar.,5,positive,2,short,0,28,cellphones
"i had my doubts about how useful this product would be, but i thought i'd give it try. i was surprised how much i liked it. with a little practice, you can load almost as fast as a semi. the bullets are held in place firmly with no wiggle and released cleanly with a solid click. works very well in a sw 66 4.",5,positive,2,medium,1,64,sports
i have other hks speed loaders simple and well constructed ! buy them at all cost i have better constructed heavy duty for shooting contest ones but the cost and hks is well constructed and cost less if they wear out but all mine are still working you have to purposely abuse them to do so!,5,positive,2,medium,1,56,sports
"it does tear up way too easy. this is my 3rd one. i've tried others and find i go back to it. problems that have occured the input jacks bend, short in the cords, and failure to retract as designed. while its a great design, some thing needs to be done so it can stand up to the real world.",3,neutral,1,medium,1,60,cellphones
i am satisfied with this purchase at this price. i searched in few local stores and they told me i wont get it. they told me to buy new phone. i gave a try online and i found this. i m still using my old phone with this new battery. i recommend u to buy this.,4,positive,2,medium,1,56,cellphones
"i bought these to use when i tried p90x, and they wore out around day 60 i ended up buying the bowflex 5 52 adjustable weights to finish . i enjoyed them while they lasted, and it should be noted you must have shoes on when using this, otherwise it will pinch rubber burn your foot...common sense should have told me that i suppose but i learned the hard way haha.",3,neutral,1,medium,1,71,sports
very handy for small messes. lightweight and easy to get off the wall as well as powerful for as small as it is.,5,positive,2,short,0,23,home
"i purchased this a few years back not from amazon and loved it. it was big enough to wash a whole green leaf lettuce, spinned nicely, and removed most of the water. however, the lid was accidentally dropped on the kitchen tile floor and a part on the bottom cracked. from then on it was trouble. the button would push down but not come back up and start the spinning. i tried unsuccessfully to keep using it but it was more effort than it was worth.so... yes i would recommend it, but never drop the plastic lid, as it's the hard type of plastic and will crack on a hard surface. the transparency of the base was really nice to see how much water had been spun out. the rubberized top button was great too. my slippery formica countertop is not so nice when things skate off onto the floor.",4,positive,2,long,2,150,home
"if mounted anywhere near your radio, which is often the case, it will completely kill your reception, fm or am. even with nothing plugged into it. makes this worthless to me. avoid.they need to better shield this!",1,negative,0,medium,1,37,cellphones
no problems here. it's a strainer and it strains. it looks like it's made well and like it will last for quite a while.,5,positive,2,short,0,24,home
"i received this for my bridal shower. i tried it to make sure it worked before i lost the gift receipt. it is so easy to use. i made up a batch of ingredients to make vanilla frozen yogurt. it was quick and easy to assemble. i poured the liquid in and off it went for 20 25 minutes. it was louder then i anticipated, but nothing crazy. it froze perfectly and tasted wonderful. i am looking forward to making more delicious ice creams, sorbets, sherbets, frozen yogurts, and even frozen slushy drinks. this thing is awesome. it seems pretty darn solid and it easy to clean.",5,positive,2,long,2,107,home
"not much to write about this item. i purchased to try it out against my normal cleaning rod, but i have not used it yet.seems to be a good product for the price and i will see how good it is on my next clean.",5,positive,2,medium,1,45,sports
"i now make naan, flour tortillas, and gyro bread. i love being able to so easily cut the dough into portions 12, 16, 12 . what i like, too, is using the scraper to pat the tortilla dough into a more uniform shape before i cut it so the portions are equal. the key to fluffy flour tortillas is to work the dough as little as possible. at least it is on the recipe i use flour, olive oil, milk, salt, and baking powder . so, this awesome cutter does double duty for me!!",5,positive,2,long,2,94,home
this phone cord is so easy to use and easily connected from phone to computer. great value for the price.,5,positive,2,short,0,20,cellphones
"if you like to lift, enjoy having some definition, but hate the gym and lack the space for larger weight sets... buy this!",5,positive,2,short,0,23,sports
"i bought these for a seven year old who is learning to skateboard. these are not a great fit much too big for his legs, and the plastic dome portion just slips around. he also has trouble putting these on himself and it takes me quite some time to help him.",2,negative,0,medium,1,51,sports
"the airzooka may be a little bit of fun for a very young child, but overall it's a pretty disappointing toy. i have to wonder if the people who seem to have had a great experience with this toy actually were able to purchase one pre assembled. that's because once all the pieces are together, this toy may hold the interest of some kids. but putting this toy together reveals how poorly designed and fragile it is. and personally i really didn't see the point once we did get it assembled.one of my nephews received a pair of these on christmas eve. good thing he got a pair because only one survived. i, and several of my cousins, undertook the rather embarrassing endeavor of trying, and failing to correctly assemble these. it quickly turned into a joke along the lines of how many engineers does it take to assemble a simple children's toy. the unit is made of three concentric rings, as you can see from the product picture, that must be extended before you can attach the handle and a sight. the two attachments are kind of shaped like christmas trees, but have some small tabs that are supposed to attach to the rings. these tabs are very fragile and be warned, if you break one of the 4 there is virutally no way to attach the handle. and without the handle, it's impossible to use this toy for what it's meant to be used. the three rings collapse into themselves if you try to just hold onto them and pull the air bag without the handle attached.somehow we were able to at least get one of these put together. the pay off was very anti climactic for me. there's a plastic bag inside the airzooka that you can pull on and release to shoot a concentrated gust of air. i suppose if you caught somebody off guard it might be funny. but how long can that joke be re used? my nephew seemed to enjoy it ok, but after 15 minutes had moved on to his other toys. considering three of us messed with this thing for 30 minutes to get it to work, the pay off just didn't seem worth it. i also have to wonder how safe this toy is. if that rubber band were to break free, i could see the bag and pully being launched at somebody.i am surprised that others seemed to love this toy. to me, the poor quality was strike one. while some kids will find sneaking up on people with this to be fun for a little while, this also seems like a one trick pony. for me that joke would get old fast.if you haven't removed yours from the box yet, exchange it for something else. and if you are considering this, i definitely do not recommend it at any price.good luck.",2,negative,0,long,2,483,sports
"this thermos definitely keeps a can cold. keep in mind that it fits standard cans, not skinny cans like the latest coors cans. also, this thermos is pretty pricey.",4,positive,2,short,0,29,sports
"this is a great oxo product. it cuts well i've used it for cutting dough into portions in the past . i think i got this as a free product in the 4 3 promotion, but after having used it i would still purchase it now if it wasn't free. it feels good in the hand and is solidly made. sharp, and not expensive.",5,positive,2,medium,1,64,home
"i ride my bike to and from work at least 3 4 days a week. when i started it was very rough. i was in pain from riding more than a half hour at a time. since i bought this seat, i have been able to ride much longer. it doesn't completely remove the pain from riding long distances times, but it certainly helps. i have used it on several 50 mile trips, and it has held up very well.",5,positive,2,long,2,80,sports
"this oxo good grips measuring cup set coordinates well with my stainless steel kitchen. the cups nestle nicely and they clean up easily and do not stain. i can throw these in the dishwasher unlike my many sets of plastic cups. they are easy to remove from the hook and like most oxo products, seem to be made to be durable and long lasting.",5,positive,2,medium,1,64,home
"the oxo stainless steel pie server is absolutely the best pie server made. both sides of the triangular blade from the tip to about two thirds of the way up are serrated. this means the server will cut pie wedges, as well as pick them up for transfer to a dessert or dinner plate.because of the sturdy stainless steel construction, the server will support the weight of a thick piece of pie fruit pie, quiche, chicken pot pie, whatever without bending. also, the server will stand up to being stored loose in a general kitchen gadget drawer. the handle is comfortable to grip, and the angle of the blade is just right.my first oxo steel pie server still looks new after 4 5 years of use. i purchased another to have one available whenever the first one is in the dishwasher. this pie server gets a lot of use in my household.",5,positive,2,long,2,152,home
product worked exactly as advertised. good product for the price. the product was used with an ipod classic and it worked fine.,4,positive,2,short,0,22,cellphones
very strong and durable cell phone straps. have used them for our charms we got to put on our electronics to help us decipher whose toy was whose on our gaming party nights. distributed them out to friends and neighbors and they have all withstood all types of abuse. seller great with shipping seeing how far they had to travel.,5,positive,2,medium,1,60,cellphones
"i like the 6' version but i think their longer models are really too heavy for most freshwater fishing, especially if you are casting lures. the rods are great for fishing from a rod holder as the flexible action allows fish to swallow the bait before they feel enough resistance to cause them to drop the bait. it depends on what type of fishing you use them for whether the weight matters. durability and the ability to handle that unexpected large fish that takes your bait is good. if you are hard on equipment, ugly stiks are hard to beat. they will stand up to abuse that will trash fragile graphite rods. graphite rods are strong on a fish and are light weight but they are fragile when it comes to banging them on rocks or against boat edges. ugly stiks can take that kind of rough or clumsy handling better. good rods.",4,positive,2,long,2,153,sports
"good sling, although i had to take it apart and put it back together without one sling swivel because my rifle has a swivel on one end and a standard wide ar15 style sling opening on the other.good product and solid construction.",5,positive,2,medium,1,42,sports
"i give this bushnell scope a five star, because again bushnell has never let me down.the optics are very clear, easy to set, and once set you don't have to keep changing them. flat black, no glare, easy to set up, instructions are foolproof. very easy to level reticle.",5,positive,2,medium,1,49,sports
"i bought this for my son cause the price seemed reasonable, but when i got it, it was really small. not true to size at all. my son has 2 other karate uniforms size 000, and this one seemed to be made for a 2 year old, not 50 lbs! i gave it to a friend who has a tiny 4 yr old.",1,negative,0,medium,1,63,sports
"i like these utensils...i really do. they are great for cooking with. my only complaint is that when washed in the dishwasher, they will sometimes hold water where the handle joins. this is not too big a deal...just an annoyance. just beware if you do buy them that you will want to shake the water out of them when unloading the dishwasher.",3,neutral,1,medium,1,62,home
"if you are looking for an overall top quality knife with fast opening function and multipurpose blade you have found it in this knife!this knife also provides a very functional safety blade lock when closed and when open for use.use can use it for everything from a good fishing knife to hunting and survival knife.the serration in the front part of the blade enhances the cutting action of the knife for rope, fabric, wood, and just about everything else!",5,positive,2,long,2,79,sports
this product is not pretty but it works and you don't get a lot of oil on the screen protector from your fingers. it will snap over an elago slim case.,5,positive,2,short,0,31,cellphones
"i got this for my international galaxy note n7000 and it fits great. i would recommend buying a screen protector with it as well. it works great to protect your phone and it looks great as well.my phone is white so it makes the case look like a lighter blue, i think it's a really pretty color and i love it. it's see through so i put some fortunes from fortune cookies to show through on the back for fun.but just be warned that the product picture is of the blue galaxy note phone, so if you have a white one the case will appear lighter in color.",5,positive,2,long,2,108,cellphones
"i use this in my car, and i must say, it's amazing to have a retractable wire like this to dock my iphone when listneing to music.other wires are either too small, too short, in the way, etc. etc.this makes it any size you or the person sitting beside you may like.great product, cheap too! 9734 9734 9734 9734 9734 9734",5,positive,2,medium,1,61,cellphones
i bought 4 of these because they are cheep and my girlfriend tends to destroy the wire by yanking on it. the only issue i have with these specific chargers vs ones that i got in the past is that they don't seem to be held together as well so i'm a little worried they will actually fall apart before she breaks them.,3,neutral,1,medium,1,63,cellphones
"this is an investment every house cook should make. the meats come out super duper tender and it takes no time at all. 10 min and your chicken for soup or any dish is ready! the top is very very sturdy so do not worry about it coming off or exploding while under pressure. i love my pressure cooker and this smaller size is perfect for my husband and i since it's just the two of us. and remember to always get stainless steel. aluminium eventually peels off and isn't as durable, plus it's toxic for you. oh, and cleaning is a snap!!! dishwasher safe and even is you do it by hand, nothing sticks good purchase",5,positive,2,long,2,117,home
"if you are looking for a really nice can opener this is the one you need to order..i have used many over the years, but this one is so superior to any i have used.due to arthritis in my hands i find it difficult to use many items like a can opener.this one is so easy to turn and use. wish i had this years ago and did not wastemoney and time searching for another. you will not be sorry.",5,positive,2,long,2,80,home
"the fine mist application makes this super easy to apply. i did two very light coats on my s2000 fabric top not the oem vinyl top and the results were amazing. the product dried w in several hours 5 hours in the sunlight . i tested the protection w in 24 hrs and the water just beaded up and rolled right off. the most time consuming part was prepping the vehicle to ensure the paint and windows were covered up note recommend applying in a garage, and then letting it dry outside, under the sun . two very light coats or one heavy coat will do the trick. i highly recommend this product over the raggtopp product. good stuff!",5,positive,2,long,2,119,sports
"i wasn't getting very good audio quality, and could not manage to perform the long duration hold of the answer button to get my samsung sch a870 to enter speech recognition mode.another web site i found explained how to enable disable the vibrate feature of the headset, and also perform a reset.try the search string jabra bt5020 vibrate enable disable reset the devicenote neither procedure is explained in the manual for the headset which came with the unit or the downloadable manual from the jabra website for that matter. that is inexcusable in my opinion. the manual on the web should be made up to date by a manufacturer at the very least .once the headset was reset, not only was the sound quality better, i could finally use the long duration tap of the answer button feature to initiate voice calling on the cell phone through the headset.i actually like the headset now. no issues with voice or digit dialing.the only drawback i find is the earbud doesn't stay on the earpiece.",4,positive,2,long,2,173,cellphones
"these core sets are incredibly useful for yakima roof rack owners. they allow you to use one key for all your components. they are always easy to install and uninstall in the various yakima components. i have one key that is the same for my four yakima q towers, my cargo box, snowboard rack, and bike rack.i would say buy atleast an 8 pack if you buy a yakima towers rack. you need 4 right off the bat for the rack towers, and then you want several to be able to lock up snowboards or skis, bikes, and cargo box etc.definitely recommend this to anyone buying a yakima rack.",5,positive,2,long,2,109,sports
inexpensive knife but has performed well for me so far. i haven't used extensively yet and therefor it has not been through the dishwasher very many times. so far so good.,4,positive,2,short,0,31,home
"this is one of the best little tea kettles you'll ever find it looks great, sounds great, and functions quickly and effectively. the nice even bottom surface ensures rapid boiling, and even at its hottest, the kettle is both simple and safe to use thanks to the unique quot uplift quot handle design. also, i have to smile every time i hear the kettle's whistle it's such a sweet little hum that starts out low and gradually gets louder but never screeches . finally, the kettle is so attractive that i leave it sitting on my stovetop all of the time an occasional application of windex cleans it up beautifully. highly recommended for tea lovers!",5,positive,2,long,2,115,home
"only fair. not very durable and do not fully secure the trailer. spend the extra and get the x block and or the fastaway we now use both, fastway for intiial set and the x block for final lock in",2,negative,0,medium,1,40,sports
"i wanted to love this case but i just didn't. the build quality was mediocre, it had sharp seams on the edges that kinda hurt my hand and i had to whittle them down with an x acto blade. also, the back is textured, which you would think would be a grip improvement over the naked aluminum most of the reason i want a case to begin with but the texture actually makes it slicker and harder to hold than the naked unit. since then i've picked up a power support air jacket and really like that better... it's much more expensive but worth it over this second rate case.",2,negative,0,long,2,110,cellphones
a mice bright light with multiple modes. i would have given it 5 stars but it is not designed to clip onto the bag on my bike. i had to midify it to do so.,4,positive,2,short,0,35,sports
"after mangling a number of cakes with a butter knife, i gave in and bought this for icing my cakes. it's perfect for the job. i'm not a cake artist by any stretch of the imagination i'm happy if the icing is on the cake and the cake is still in one piece. this knife made the job so much easier. you just load it up with icing and start spreading. it's simple and easy and the right tool for the job.",5,positive,2,long,2,82,home
the one burner griddle fits perfectly in this well made bag. i imagine that if it hits enough objects the bag amy rip but it seems fairly stought. i keep my camp chef equipment in the basement storage of my rv so having everything in its own bag helps out a bunch. good way to keep the dirt of the grill. uncovered these griddles are magnets for dirt and dust. in the bag that is greatly reduced so less cleaning time when setting up the camp kitchen,5,positive,2,long,2,87,sports
this is our second one we have purchased. the first one lasted for many years before it finally got dull. oxo makes very high quality products.we also purchased one of these for my parents a few years ago and they still comment about how good it is.i would highly recommend this peeler.,5,positive,2,medium,1,52,home
small but mounts on top of vehicle and connects to the wilson cell phone booster to bring in more signal.,5,positive,2,short,0,20,cellphones
"oxo good grips kitchen brush arrived in good condition. larger grippy handle is great, brush cleans items well. only drawback is that the bristles flattened on the most used area within 4 or 5 months. guess things cannot last forever.speedy delivery.",4,positive,2,medium,1,41,home
"i had this bluetooth for four days. it worked perfect, paired easily, and sounded great.then all of a sudden, it just stopped working. it wouldn't recharge, wouldn't turn on...it did nothing.",1,negative,0,short,0,31,cellphones
"i bought 20 of these, figuring if they lasted a couple months each, i'd have years worth of cables. the ones i've used have barely made a week. the one in my car lasted two uses... one that i gave away lasted less than a couple hours... i understand that these cords are provided by different companies, and some may be better than others. the company i bought from was ships from hong kong. i emailed them about the issue but have not heard anything back from them. clearly a waste of money and time. i'm only out lt 20, so i'll just consider it a cheap reminder that you get what you pay for. i have two apple cords that are still kicking after years of use, whatever they cost, i assume it's worth the extra amount.",1,negative,0,long,2,138,cellphones
"i purchased these for my kids and for handing out to my son's scout troop. the intention is that these be used as safety devices so that if they are lost or in trouble they can blow the whistles instead of yelling.the whistles are black with a ring that can be hung on a backpack, or which can be strung on a cord. they are loud enough to hear from a pretty good distance, without breaking eardrums.definitely recommend. the price i bought them at made the whistles about 70 cents each.",5,positive,2,long,2,91,sports
"these little pouches are great. i've bought 5 so far. i use them for every size speed loader, and also for my little bitty north american arms .22 revolver extra cylinders. the pouches are a little tight for the aluminum 5 star speed loaders for my taurus 608's 8 shot .357 magnum. but they fit. and the pouches were way loose for my naa spare cylinders. i just took a piece of round wooden dowel material that fit the pouch, cut it to the correct length, and drilled a hole down the middle the appropriate size for the cylinders and i was in business. the pouches aren't particularly dressy like a leather one would be, but i take them to the range and they are very functional for my purposes.",5,positive,2,long,2,130,sports
"if you never used these to clean your guns then you have worked too hard. these make very quick work of cleaning your barrels and they are well made precision jags! i bought some, then went back and bought anothet set for a friend!",5,positive,2,medium,1,44,sports
i use pressure cookers a lot and i was leary of the new designs with no pressure dial but find this product excellent and easy to use. the pot comes up to pressure quickly. it could use an improved booklet that is better organized i end up using my old booklet most of the time but the pot is good for cooking in general as well as the pressure cooking aspect. it works on my induction cooktop well also.,5,positive,2,long,2,79,home
"i think its a great pocket knife. i never really gave victorinox a chance until recently but i end up using this knife a lot more than a folder for obvious reasons. the steel is fine for my needs and really sharpens up fast and easy even if you never sharpened a blade before you wouldn't have much trouble with the flat ground blade on this knife. so even if you suck at it you can get this fairly sharp with poor skill. i have sharpened for a long time and i can get this knife hair shaving sharp in literally 3 minutes compared to some of my knives which could take a whole hour if i neglect and fail to hone and maintain the edge properly. i don't whittle so i cant say it would be good for that i have read a few people using it but that's not my hobby if i did though i would probably use a carbon steel anyway. i do cut some sticks to size for marshmallows, open packages, open mail, i have cut my nails a couple times to with it, tighten loose screws if their easy to get to and not to critical i they are i will go get a real screw driver to really tighten that gut down. i do use the can opener a lot though. i prefer a leather man style can opener compared to this. when i use the swiss can opener i have to work a tad bit harder for the few final cuts but it does work fine. i have used the awl to punch holes in cans and i recently sharpened the big flat head screw driver to be a chisel not just a screwdriver. have yet to use the parcel hook....the scissors are great they are so smooth and feel nice they cut very well i was actually surprise how good they work. the blades are sharp i haven't used the small one though. the steel is fine for me i strop it on my jeans a lot though, but i do that to all my blades out of habit. i have yet to sharpen the thing really i hit it on a ceramic about 8 times on each side but that's about it and that was when i first received it. the saw is cool works great for the size of the thing. i randomly end up in the woods when i hang out with my cousin he likes to off road so its nice to have. i suspect this to last me a really long time and if i do lose it i will buy another. i don't mind that it's not a locking blade i have yet to cut myself i have learned to use a knife properly and if i need to abuse a blade i would use a full tang one. i don't try and abuse my blades though and i don't need to thrust it into someones tire or skull a piece of steel or wall. so there is very little reasons or scenarios where i needed something with a locking blade, though there has been a couple times. if i need a locking blade ill wait or figure something else out there really is no need to ever force anything with a bladed object.this is a great pocket knife its not big at all if your used to carrying a folder give this a try. though it wont replace a big folders self defense ability's it will enhance all your others. the great thing about it is its normally publicly acceptable almost every where. no one gives you weird looks like when you pull out a 3,4,5 inch folder out of your pocket to open or cut something. i would recommend a swiss army knife and i have. i plan on buying another.",5,positive,2,long,2,648,sports
"this was a really good price for the cord. and even though the produce didn't cost alot, they shipped it quickly and i really appreciated that.",4,positive,2,short,0,26,cellphones
"bought it for my great nieces when they visit, so they have something to do that they like. it sags slightly when i step on it as i am at the weight limit. well made and looks good thinkin' 'bout getting an adult version for myself but have to pay off what else i bought first!",5,positive,2,medium,1,56,sports
"i was on a tour bus in bavaria with 40 of my closest friends when a woman said, ouch, i broke a nail! i grabbed my swiss army classic, flipped open the nail file and offered it to her saying, this should help. and it did she was happy but it took about 30 minutes to get it back. that's because someone else used the screw driver to fix his glasses. another person used the tweezer to pick at a splinter. a fourth person used the scissors to cut some threads and so on throughout the bus. over the rest of the week, i must have loaned my classic to nearly everyone on the tour.i used to be able to bring it along when i flew, but those days are gone. now, when i check luggage, i pack it with my toiletries otherwise, it's always with me. i must use mine every day for something or other. i especially love the scissors. they are sharp and work great at opening cds, cutting articles out of the paper and snipping loose threads. what else in the world is so good and so inexpensive? note, i didn't say cheap because this knife is definitely not cheap.",5,positive,2,long,2,204,sports
"i absolutely love these resistance bands! you have every amount of resistance you could need, and bands can be easily added together to get your perfect resistance. the handles are comfortable, and the door anchor does stay in the door. i was a little scared to try the door anchor because i was afraid it was going to come flying out and hit me in the face, but i tested it using a long broom lol. i do love using resistance bands instead of weights because you get lean muscle instead of bulky muscle like from free weights. this is a great set, and i highly recommend them.",5,positive,2,long,2,108,sports
