query_index,query_review,query_true_sentiment,query_true_length,predicted_sentiment,predicted_length,top_1_similarity,top_1_review,top_1_sentiment,top_1_category
577,the title pretty much says it all this works well for an hd2. it's well made and convenient to carry with me. i like the short cord better than the solid unit adapters as it provides a little more give twist if i'm using a 6 usb cord at work.,positive,medium,negative,medium,0.9666211605072021,i really like this pie server. it is the best one i own. the handle provides good grip and is comfortable to hold and doesn't slip when your hands are dirty. the serrated edge is so nice because you don't have to get out a separate knife for cutting. i use mine for breakfast casseroles too.,positive,home
578,"the spoon is well designed and comfortable to use, i appreciate the rubber handle. but that same feature makes it inappropriate for company.",positive,short,positive,short,0.9885029196739197,"she used to keep her cell in the side door pocket and was always missing calls messages, but problem solved.has never fallen off.",positive,cellphones
579,"i needed to protect my blackberry curve after having dropped it again and this time out at the barn where one of the horses missed stepping on it by a whisker. a percheron hoof would be the death knell for this pretty and functional, but let's face it, delicate phone. so.... the otterbox is not so pretty. i had to give up the lovely red sleek blackberry style for what is essentially a black rubber encased box. but... it actually doesn't look that bad and it still slips right in my pants pocket wtihout a huge unsightly bulge.the plastic cover was easy to install bubble free with a credit card and a little patience only took two tries. the instructions were clearly written. the rest of the case and rubber outer cover installed in seconds and everything fit exactly. the keys and trackball are perfectly useable through the plastic cover just as they were without it. the only caveat is the clarity of the camera with the plastic installed you do need to cut out the plastic bubble over your camera eye if you still intend to take clear photos with the otterbox in place.i had the phone out at the barn again after installing the otterbox and there is no dust or dog horse hair or hay under it or on the screen at all and that is a first. the body glove case i had before had to be removed and the phone had to be cleaned every time i took the phone with me to do horse stuff.",positive,long,positive,long,0.9936594367027283,"these are the most comfortable earbud earphones that i have ever used and i just stumbled on to them by accident because they were on sale at costco for ... .ear fit is snug, comfortable and blocks more noise than some of so called noise canceling headphones. nylon cord is the best part does not tangle at all. getting a snugly fitting cable for the 5g ipod is not easy but these ones nestle in securely. even the expensive monster audio cable is lose in ipod. compared to these sonix, the earphones that came with ipod were cheap, ill fitting, uncomfortable and lasted only 3 months.i am not an audiophile and i use these to listen to audiobooks and podcasts for which these earphones are first class far superior to the ear phones that came with ipod.update november 2008 one of the ear pods broke after 3 months of use.",positive,cellphones
580,"highly heat resistant, flexible enough without being too flexible, overall a great spatula, and my go to utensil for a lot of jobs.",positive,short,positive,short,0.9929084181785583,"this is an excellent product, works great, charges very quick, and lasts a long time. i bought three for various friends.",positive,cellphones
581,"there are newer, fancier, and more expensive speed loaders available in the market. hks speedloaders have worked well for years. i have several for different revolvers and they all fit perfectly.",positive,short,positive,short,0.9835683107376099,"high quality craftsmanship and perfect fit for the ruger gp100. looks great, functions flawlessly, and breaks in with little effort. for the money, you can't find a better holster anywhere.",positive,sports
582,"i bought this product to reduce the micro fine scratches in a collection of plastic welding helmet eyeglass inserts, that are essentially cheaters for welders.i went through the routine as described on the bottle, at least 20 times over a period of two days, on my first sample. these were nothing more than scuff scratches. after what must have been a total of one hour of work of buffing with an old flannel shirt on this same piece of plastic, i will say that there was about a 25 improvement, at the most. the scratches are still there and quite visible.now, each of these eyeglass inserts goes for about 5 on amazon. sooooooo, you do the math. was i wise to spend an hour of work on a five dollar item? if i hired someone to do it for me, i would be prosecuted for paying below the minimum wage.in retrospect, i have deteremined that there is indeed one scratch that this product will most definitely remove. and dat be the scratch in yo wallet, bro.ron digiovannieaston, pa",negative,long,negative,long,0.9940476417541504,"for parmesan cheese, lemon rind and fine delicate grating, i swear by my microplane zester and grater. i have another shredder from williams sonoma that is extremely sturdy but must either be held at an angle over paper plate or across a bowl flat, and that's sometimes awkward. i thought the oxo good grips multi grater would be different than my box grater because it would be more structurally sound, have a better handle, collapse and take up less space, and mainly because i'm very pleased with the brand.wrong. this has fallen apart after falling into the plate many times. the plastic has cracked on both sides, so the fact that it's collapsible makes me wonder if they were referring to the material and not the design. the blades have remained sharp but it's going to be recycled today because it simply doesn't hold up to the task.",negative,home
583,i love this base! i use it with my new dmt sharpening stones and it provides a very sturdy and usable base for those stones. makes sharpening a lot easier. easy to set up and easy to use. i'm satisfied.,positive,medium,positive,medium,0.9738689661026001,i use it mostly for scooping up things i have diced and chopped. it is great for that. i have also used it a few times for cutting dough. the measures on it made it easy to cut things up into equal parts.,positive,home
584,"i already had one of these that i got for myself and loved it, so i purchased a second for my wife. the sound is pretty good, though nothing to write home about. however, the noise cancelling and volume auto adjustment is perfect. the included charging case is great as well.finally, th comfort is amazing, as the shape of the rubber ear fitter thing haha is extremely comfortable, even over long periods of time.",positive,medium,negative,medium,0.9589986205101013,"bought this to replace my all metal winged corcksrew, which lasted more than 25 years i've lost track and it doesn't have the same solid feel. it does work, though, and because of the long tunnel that houses the screw itself, does draw out the cork in a more constant and predictable angle. i like that, but the jury is out as of yet to see how long the plastic parts hold up.",positive,home
585,"so what is important when reviewing measuring cups. here are my thoughts. ease of handling. these are very easy to handle with a grippy holding section. always felt secure no matter what i was pouring into them, even when using some liquids. quality construction. these are solid little measuring cups and seem like they should last years. ease of cleaning. these are very easy to clean due to their design. storage. they stack into each other which is a no brainer for measuring cups. overall these measuring cups tick all the right boxes and are very reasonable priced. recommended.",positive,long,positive,long,0.991420567035675,"i expect oxo products to be well designed and built. this measuring cup set certainly meets those standards. finish is excellent, a brushed stainless that looks nice. the handles have oxo's trademark sticky rubber grips that make holding the cups easy. there's a clever notch in each measuring cup that snaps into a holding ring for storage or hanging. the cups are thick stainless steel, very thick. the 1 and 1 2 cup measuring cups are substantial enough to replace garden digging tools. they are certainly stronger and stiffer than some trowels i've used. is this a good thing or are these over designed and built? probably a bit of both. is it necessary to have steel two to three times thicker than standard measuring cups? not really, but it looks cool.",positive,home
586,"i gave this presto 6 quart pressure cooker to my daughter for her birthday . she works full time and thought this would be a real time saver for her. it has met her expectations and is very happy with it. she's able to prepare meals in minutes, which means she's not only saving time, but eating better. in comparing this unit with others available, the price was great and turned out to be a very good value.",positive,medium,negative,medium,0.9714203476905823,"i've been eying this cup for awhile now and finally broke down and purchased it. i took a chance and ordered one of the 'used' models it hadn't been opened but the box had a little damage. the cup was in perfect, pristine condition and was only 6 shipped. my husband also likes it but his fingers are far too big to fit in the holes i have pretty small hands and they are snug in it.",positive,home
587,i chose this blender because i love the color pink. it is a fair price for a blender that works well.,positive,short,positive,short,0.9884605407714844,good quality complete kit. great value. i would recommend this product. i'm glade it came with a high quality cleaner lube.,positive,sports
588,"i previously wrote a review for theplantronics voyager 510 bluetooth headset with multipoint technology retail packaged . at the time i claimed that it was the best bluetooth headset on the market. that was two years ago. i have to update my statement as this is the first headset i have used that surpasses the 510 still a very good headset, especially for the price . this is without a doubt the best headset i have ever used.pros 1. light. this unit is lighter then many similar devices. even though it comes out on the face farther then some the material is very nice.2. appealing. one of the negatives of the plantronics line has always been that they were ugly. this device changes that. the unit is slick with a nice chrome black finish across that seems to resist scratching.3. great battery life.4. backup batter life by having the battery case included.5. included case provides protection along with the charging.6. comes with both usb power cable and ac adapter for the case.7. multipoint technology connect with two devices at once is a must for me and works flawlessly.8. outside noise reduction works incredibly well.9. power on and power off button easy access on facing panel of device.10. distinctive noise tones make for easy control.11. comes with 3 different size ear pieces.cons 1. updated a commenter noted i incorrectly stated that you had to charge the device in the case not from the cables. i was incorrect. this makes this point feature a pro not a con. updated 2. breaks from the standard plantronics plugs adapters so you won't be able to use any legacy power cables you may have.3. ear pieces are still not overly comfortable. at least not for me although they stay in the ear very well.this is very good headset and one that i plan on using for the next year or two. this is definitely my pick in this market and there is very little i would change on it. well worth a premium over almost any other device on the market.",positive,long,negative,long,0.9906688332557678,"i've been using this headset for about two weeks with a blackberry 8700c. the headset has a very comfortable fit and the volume is nice and loud. the downside is that the battery life seems a bit sub standard. i have been caught several times using it and running out of batteries. i also have some random disconnects with my blackberry. tough to say whether these disconnects are phone or headset related. i think this is a great value for the money though and prefer it over the motorola's and jabra's better fit, louder sound . there is some difficulty pressing the buttons on this headset too nothing that i could not work around though.",positive,cellphones
589,"pros good sound quality for each side of the conversation. good battery life, easy recharging, simple to use. basically perfect except for my cons..cons huge blinking blue light is annoying at night and invisible during the day. sometimes it take a second for it to answer a call when you click the answer button. i guess the solution for that is probably to wait a few seconds after answering before saying hello . this flaw also demonstrates itself when using vz navigator, because it cuts off the first word of driving instructions. this flaw might be from my motokrzr phone and not from the t305, but i don't have any way to know which end causes it.another reviewer stated that the on off button is too small. when i first read that, i didn't know why it matters. i now know. at least with a motokrzr and i'd assume other phones , the speaker on your phone will be inactive when it is connected via bluetooth to your t305. with 150 feet of range, it actually stays connected if you are 150 feet from your car. therefore you have to turn it off every time you get out of the car, or else you won't be able to hear calls you receive on your phone. it isn't a huge deal, and something you can get used to, but motorola should have either made the on off button more accessible or cut the bluetooth range down to about 15 feet.overall the best handsfree solution for talking in the car. the light thing is my biggest annoyance. i would buy again. i updated this post after about a month of use",positive,long,negative,long,0.9922170639038086,"for some strange reason, i have a lot of trouble getting to sleep if this fan isn't on. it doesn't matter if it's snowing outside, this fan has to be on.i have been using it for 2 years and it still works great. i rarely use the high setting because i have a small room, but the low setting is great for sleeping because it isn't very loud.my only complaint, as will all fans that i've owned, are that they get dusty rather quickly and are difficult to clean. you have to unscrew the plastic screens, wipe the fan blade, hose down the screens, and screw them pack on.",positive,home
590,nice to find a speedloader case that fits my 5 shot 38 pistol and will conceal extra loads on my belt.,positive,short,positive,short,0.9833866953849792,i am using this to use my blackberry car charger to charge my plantronic headset. looks like it's working good..,positive,cellphones
591,my friend use the one in my truck and wanted to take it with him all the time so i ordered one for him his phone is going dead all the time,positive,short,positive,short,0.9737183451652527,"i lost the charge for my motorola razr v3, and i found this cheap one, surprisingly, it works so great that i asked my frds whoever lost the charger to buy from eforcity",positive,cellphones
592,"the swisstool comes in three configurations, which another reviewer has described well. the x model had the combination of ingredients that seemed to fit my needs best. everything about the swisstool shows that victorinox was incredibly serious about offering a top quality product.i have had experience with several multi tools check my other reviews and the swisstool must be a contender for the best. there are some top of the line tools that i have never used or even handled, of course, so i can't say absolutely what tool is the best but the swisstool x has to be considered one of the very best mulitools available.i can't help but make a comparison between the x and l man's charge tti which i also own and rate as a 5 .1. both these designs exude class. the x has a beautiful high luster polish to it. the fit and finish factors are all first class . on the other hand, the tti's titanium scales give it an elegant look and also offer an improved grip.2. i like to access my tools without unfolding the pliers. the tti allows this kind of access to the tools i use most. but the x allows access to all its tools from outside except the pliers, of course .3. the tti allows you to access two knife blades and unfold the pliers with one hand maybe useful in emergencies which the x does not. some have complained that the tools on the x are stiff and hard to access. i recommend using a thumbnail rather than a fingernail for this but it isn't a complaint that i personally consider a major drawback.4. the knife blade i am reserving judgment on this. the tti has two blades and the x just one which is the configuration i chose to buy so i will compare the one blade. each is straight edged, no serrations which i prefer and about the same length larger than the blades on other multitools i have owned . i like the shape of the x's blade better a spear point, as opposed to the clip style blade of the tti . on the other hand, the tti's blade is s30v steel premium stuff whereas the x's is of top quality stainless my guess is 12c27, or something very similar . i will see how often i have to resharpen the x's top quality stainless blade. if the edge holds up well, it may turn out i like the x's knife blade better. but for now, like i said, i am reserving judgment.5. the pliers, etc. on each of these tools seem quite good but i have to give the edge to the tti, which has a true needlenose design. they should therefore be a bit more versatile than the x's pliers, which are a blunted needlenose design.6. screwdrivers, etc. even without the tti's included bit driver kit something similar is available for the x, also the tti gets an edge over the x. the tti's eyeglass screwdriver is definitely superior to that little wedgie at the end of the x's can opener, which will not be able to reach into narrow places sorry .7. both tools have solid, easily accessed and worry free locks for all tools, a necessary safety feature as anyone who has had a tool fold up on them can tell you.8. i have no concerns in the area of durability and ruggedness for either tool. i have had the tti a while now and have done things with it that should have broken it but didn't. it still looks and feels like it did new. the x seems to be at least as solid in its construction as the tti and victorinox has a reputation to uphold, so there are no worries here.the bottom line is that i am really pleased with both of these tools. if i lost either one, i could live happily a long time with the other. if i lost both, i would probably buy the x as my replacement considering the considerable price difference even though i probably like the tti just a little better this week, anyway .in any case, victorinox has a winner in the swisstool x. i can't imagine how anyone could rate it as less than a 5.",positive,long,negative,long,0.9933539628982544,"i've been using the etymotic research er6i isolator in ear earphones for over a year now and have totally loved them, so i was very excited to try the etymotic hf2's to incorporate them into cell phone music player scenario. i'm even happier with the hf2's.one concern that i always have had with the er6i's is that the cable always seemed like it could snap away from the earbuds. now, that has never happened to me in the year of constant use in new york city but still, they seem fragile. the same connection in the hf2's has been redesigned and now it looks very sturdy. the wires are connected to the earbuds by a sturdy rubberized plastic anchor piece, built right into the earbud housing.the cord is about six inches shorter than my er6i's, but is still plenty long to have the phone player tucked in my back pocket. wires seem sturdy and is one solid cable all the way down to the male plug, which looks cleaner instead of two smaller cables stuck together like the er6i's .the voice microphone hangs at just the right level to my mouth and works easily. there is a little 'bump' switch that sticks out and you use that to activate the mic and take hang up on calls. works exactly as it should and you don't have to worry where it is . . you just put your thumb there and trust that it will 'click'.the sound is fantastic nice and clean. i know these might seem expensive, but if you love music and don't want to destroy your ears with overly cranked audio then invest in a good pair of earbuds. with these isolator type earbuds, i can totally hear everything in the music even on the subway and keep the overall sound level down. i probably listen to music at less than half the volume on these earbuds than most people do with regular earbuds and have a much better listening experience.my first pair of high end earbuds were the ultimate ears super.fi 5 pros. those were great, but i did have a problem with my first set and had to get a replacement pair. those also suffered from the same disconnection, cable to earbud, and i stopped using them. they had a great sound nice and full but i always felt like the earbud was too big and heavy, and wrapping the stiff cable around the back of my ear was a bit much.my second pair of high end earbuds were the er6i's great full sound, very bassy. nice and light, easy to put in and remove, and have proven to be very sturdy i'm pretty rough on equipment .the hf2's are the next step in audio for me. the sound is extremely clear and balanced. in some ways the bass isn't as big as the er6i's but i think in the better way, meaning the overall sound is more accurately representative of the music. it's like there's more presence to the sound, meaning i can listen to things even quieter but still enjoy hearing every instrument or nuance to a song. the bass end has more clarity rather than pump.overall, i love 'em. cheers.",positive,cellphones
593,love this whisk!!!!! made well and does it's job properly. i would gladly recommend this to anyone i know. you can get this at bbb for a bit cheaper with 20 coupon.,positive,short,positive,short,0.9535306692123413,"this is a great gadget. opens cans so easily! am throwing out my annoying electric can opener. i have had it for a while and no rust either, unlike every other can opener i have had!",positive,home
594,works great nice long cord. does the trick. bought several of these to put in diff. rooms one for work.,positive,short,positive,short,0.9911409020423889,purchased these as part of my wife's christmas. she loves them...they work very well for the things she uses them for.,positive,home
595,"i bought two of these for our two iphones. you never have enough iphone cables, so i'll probably have to order a couple more. these cables work perfectly with this 4 port wall charger keep the two cables and the charger in the kitchen above one end of the counter, and when we come in, we just plug the phones in routinely.",positive,medium,negative,medium,0.9737832546234131,"i always used the long handled vegetable brushes. my arthritis prevents me from scrubing the vegetable very hard, then i ran across this little scrubber from amazon. i love it! it fits my hand perfectly and scrubs the vegetables so clean that i usually leave the peal on for the vitamins. thanks oxo for a wonderful product!debra in texas",positive,home
596,carbon arrows is the only way to go when using crossbows. the arrows came packaged well and in good shape. i enjoyed using them.,positive,short,positive,short,0.9877230525016785,these patches work very well in a .177 pellet rifle or pistol. they are well worth the money i paid for them,positive,sports
597,"when you are in a hurry this speeds up the process, it won't be perfect but sometimes good enough is just...good enough.",positive,short,positive,short,0.9919182658195496,these patches are a bit small. even for a .22 cal bore. but they do the job ok. material quality is fine.,positive,sports
598,"i have a motorola razr phone and i absolutely hate it because it has low hearing volume and bad reception resulting in missed calls. i was seriously planning on returning selling it until i got this freedom headset!it makes a huge difference! very lightweight and comfortable! no problems with range or battery life. a little bulky though. just got it the other day and a must buy, especially at 40 with 10 rebate 30!!",positive,medium,negative,medium,0.9782121181488037,"i have always had a mighty might. my last one got blown out because it was clogged with dust after we did a lot of filling the walls with joint compound and sanding and drilling and painting and cutting wood on my old carpet which was basically used as a dropcloth and finally pulled out. it was a trooper! i recommend you find the should strap somewhere, also, and then it is easier to carry around.",positive,home
599,"a note of caution from someone who owned and used just about every major blackberry model if you already own a standard usb 2.0 cable and you don't need an extra, then you do not need this cable. all a blackberry needs for data transfer is a standard usb 2.0 cable with a micro usb connector at one end.there is nothing special about this cable and nothing justifies the artificially inflated msrp listed for it. while this item is sold at a 90 off the msrp discount, it's probably okay to purchase one, for as long as, after reading the first paragraph you decide that you will need a usb 2.0 cable.the items has 2 stars taken away for the exaggerated marketing claim professional grade custom cable and for the inflated msrp.note please make sure that you buy cable with a micro usb connector because this is what your blackberry needs.",neutral,long,negative,long,0.9940393567085266,"it works well, cheap way to make a fire, not heavy and only use a very small room on your survival kitcons the product does not come with any kind of striker shaver attached. this tool could really benifit from a small piece of metal to use as a striker and to shave magnesium off.if you shave magnesium off and striking the flint with your knife will dull the blade pretty quickly. you can find a special striker for carring with it. personaly i use the one that came with the coghlans flint striker.notice if you plan to fly to diferent location to start you journey be carefull you are not allowed to carry it in your luggage or in your carry on bags",positive,sports
600,this is the easiest way to clean my side by side! works great and easy to clean the gun and the snake!,positive,short,positive,short,0.9732617139816284,"really great way to keep all the free weights nice and neat and organized, very easy to assemble, great product i suggest to everyone",positive,sports
601,"the bt620s is a fine little gadget. it works well, sounds great, is easy to use and compatible with my bluetooth devices. it doesn't quite fit my giant head so well though. it's a little tight on my ears, but not painful. i imagine that it will loosen up over time. the problem is that when the headphones sit idle, they bend in so that in order to fit them on your ears you have to flex them out, which creates quite a bit of tension. the actual flexing plastic part seems fairly durable, so i'm not worried about breakage.the package comes with a mini usb wall charger, a mini usb to usb cable an extra set of foam ear pads, a bag for your headset and the headset itself of course. so for 40, this is a fantastic deal for something that i imagine works just as well as the more expensive competitors and has a comparable comfort level.the weight of the device is not too much. as i said, the only problem i have is with the comfort. smaller heads would probably find it even more comfortable than my gargantuan melon. now i'm going to go cry myself to sleep on my huge pilla.",positive,long,negative,long,0.9937027096748352,"i purchased this unit primarily to use with my macbook and skype for conducting business calls. previously i was using the logitech clear chat pro wired usb headset with very good results, but after breaking a couple of them by accidentally yanking the cords from my mac, i wanted to try a wireless solution. so far, the results have been mixed. here are some highlights 1. build quality 3 starsthe build quality seems pretty good, especially for something in this price range. the construction is mostly all plastic, but the hinge mechanisms and stress points appear to be adequately constructed. i would not expect these headsets to stand up to much abuse e.g. extensive travel where they are jammed in and out of a bag, dropped on the ground, etc. for daily office or home use where they are place into a drawer or on a desk when not in use, they should give a good service life. people have complained that the foam earpieces fall off, but after a couple weeks of use, i have not seen any indications of this problem. the switches all operate smoothly, and while the overall design is a bit clunky, that is more an aesthetic comment than a quality comment.2. features 4 starsthe headset has a good feature set, supporting both the stereo headphone profile a2dp and the headset profile. i have used these with both my mac and my iphone and with the mac both profiles work, with easy switching between the two using the bluetooth preferences drop down for on the fly changes. with the iphone, only the headset profile is supported this is an iphone limitation, not a limitation of this headset . buttons for volume, skip fast forward, skip fast rewind work well with itunes on the laptop. only the volume controls and call answer end buttons seem to work with the iphone in the headset mode.3. operation usage 2 starspairing with both the mac and the iphone was absolutely seamless, and switching between the two is fairly straightforward, though i have not tried to have the headset paired and connected to both devices i'm not sure this works. for now, i disable bluetooth on my iphone when it is nearby and i want to pair the pt590 to my macbook, because otherwise the pt590 will connect to its last device, which is usually my iphone when on the road. the comfort of these headphones is so so the ear pads are relatively small, and the over the head band is quite tight and i have a small head . i can imagine that they would be quite uncomfortable for anyone with a large melon. stretching the band would be dangerous, since it is made of plastic and would probably break. perhaps heating it with a blow dryer and gently stretching it out might work... the foam ear pads are thin, and since the ear pieces press pretty firmly against the head, they do cause minor discomfort after some period of time. they are no where near as comfortable as my bose qcii headphones, but these are 60 and the bose are 300, so i would expect that to be the case. they are more comfortable than other headphones i have had in this lt 100 price range, including both wired and wireless units. i would not recommend them for all day use sitting at a desk get the bose and live with the wires , but for short stints they are great.the blue light is annoying, but it is also an important status indicator for things like call status and battery life. it is one of the ways my wife knows when i am on a call in my office when she walks in to talk to me.operating the unit is very easy answering a call, you touch a button, the same button ends the call. for listening to music, the controls are a bit less intuitive the top and bottom buttons skip forward or reverse, and the front and rear buttons increase or decrease the volume this seems like it was not thought out very well, as the functions between the two pairs of buttons should be swapped to be more intuitive.the pull out boom for the mic is a nice feature, and there is a built in wind screen. i have not tried these units in windy conditions but would expect their performance to exceed many other mini headsets for mobile phone usage.one nit i have is that in order to get the boom mic to point down towards one's mouth, the headband needs to sit pretty far forward on the head it feels slightly unnatural. so this leaves you with the choice of either tilting the whole setup forward to angle the mic towards the mouth, or put them on feeling more natural, but have the mic pointed up at one's nose cheek.note i use these headphones alongside a logitech bluetooth mouse and have been surprised at how little interference there is between the two. occasionally my mouse will freeze, but a click will usually quickly restore service to the mouse. there is no static induced in the headphones by the mouse that i can discern.4. performance 4 stars for music, 2 stars for skypeoverall performance of these units is quite good, with the exception of voip or skype calling.4.1 music music sounds surprisingly full and rich, given that these units are small and rather flimsy feeling e.g. lightweight . the are on the ear style headphones, so they do not offer any passive noise reduction, and the sound leakage from the outside into the ears as well as from the 'phones to the outside is pretty significant i can't watch a movie on my laptop in bed while my wife is trying to sleep something i do routinely with my bose qcii headphones . but for average music listening, they are really surprisingly good. by tweaking the eq settings, you can get them to sound as good or better than many wired headphones in this price range, and the amount of stutter or static is surprisingly low.4.2 skype 1 star i cannot recommend these units for skype out use. this may be a limitation of bluetooth for voip calling, as i have not tried other bluetooth sets, the amount of lag introduced by these units is unacceptable for business level conversation. i know that this is not a limitation of skype, as i previously used a wired logitech headset with very good results with skype. the lag can vary in severity, but even at its best, it is noticeable almost like talking to someone over a satellite connection where there is several hundred milliseconds of delay. it can get annoying very quickly. at its worst, it is totally unusable, as people i am talking to hear nothing but static and garbled speech. i have reached the point where i really only use them when i am on long conference calls where i just have to listen for 95 of the time. for real calls, i have had to go back to using my cell phone.4.3 phone 5 stars probably the best quality audio both mic and speakers that i have used with my iphone or my motorola razr. the headphones are big and dorky looking while walking through an airport, but boy, they sure stay on your head when you lean over to pick up your bag, and they seem to do a great job of filtering out background noise.overall, the performance of these units is very good for the price. if you are buying them for music and or for use with a phone especially one that supports the a2dp profile i highly recommend them you cannot beat the performance at this price point. for use with skype at a desktop computer, i cannot recommend them, and suggest you use a wired usb or audio jack type headset.",neutral,cellphones
602,if you have side sliding windows you have to block off the gap above the fan. the 'wings' that slide out to adjust the width of the fan are insufficient to support the fan vertically. not a huge deal i cut a piece of foamcore to fill the gap but prevents window closing with fan installed. it does draw a good amount of air and runs quiet enough on medium to sleep in the same room.,positive,medium,negative,medium,0.9639097452163696,even though it was an oe charger i don't know if it was a charger or a droid x problem but the phone sometimes would not charge on this even though the light was on. it was independent of which car i was in whether it worked or not. i got rid of the droid x and got a new moto x and use the new charger that came with it and don't have any problems with it.,negative,cellphones
603,"unless you are an adult the size and weight of an average 10 year old girl, don't buy these for yourself. luckily, i have a kid who can use them since they were too small for me. however, they are well constructed and she seems very comfortable wearing them for several hours at a time. they haven't been tested in an actual scootering fall yet, but by looking at them i am fairly certain they can take quite a hit and keep elbows and kneecaps from serious impact damage. at least i hope so. also they are very cool to look at being deep black with orange buttons.",positive,long,negative,long,0.9944034218788147,"what complete garbage and huge waste of money. i put 4 of these caps on standard yakima round bars. i even lubed each one up with food grade grease, took great care to be sure each was centered well and tapped lightly with the palm of my hand. all four of these pieces of junk cracked i could not believe my eyes. like another reviewer suggested i bought 4 standard 1 inch rubber table feet which fit perfectly and look fine, with the added benefit of a bit of cushion just in case one gets a stray head bump. yakima might as well be stealing your money these are worthless pieces of junk and they should be embarrassed to have their name on them. i am thoroughly disgusted and if i had not already sunk hundreds of dollars into building my roof rack i would get rid of the whole thing just on principle. i hate being taken advantage of and even though it was only 12 it is still tantamount to theft 100 guaranteed to break 4 out of 4 cracked caps. i would give negative 5 stars if i could.",negative,sports
604,"we retired in florida and about half of our flooring is tile. we needed a stick vacuum that would properly sweep the tile floor so we could then steam clean it with another device. it's quick and easy to use and it weighs very little. when done, we put it on the charger and it is ready for the next time we have a need for it. it does take about 16 hours to fully charge the batteries, but it's not really a problem, since we don't use it every day. the extra battery should come in handy over time, since all batteries lose their ability to hold a charge. i suspect that it will take a year or two or more before we have to buy a new battery, which is available for purchase through eureka. this cordless stick vacuum is exactly what we needed and it was a good purchase.",positive,long,negative,long,0.9917066693305969,"i really didn't expect much from this scoop except a fatter grip, which i need due to a hand injury. i had no great expectations a scoop is a scoop, right? well, not in this case. the scoop is well balanced and light weight, and easy to grip. it produces nice, even servings of ice cream instead of clunky chunks. i can get great leverage. somehow this tool makes scooping even the hardest ice cream easier, and i never need to run it under water to soften the ice cream. maybe it's the pointed but not sharp leading edge of the scoop that cuts right into the ice cream. maybe it's the leverage you get from the thick, non slip grip. i'm just happy it makes serving ice cream effortless.",positive,home
605,"the itorch is handy, as well as an impressive charger. in normal day to day activities, i'm usually near a wall car charger yet in those rare situations when i'm not, having the itorch around is a life saver! for example, i went out to eat dinner the other night and upon arriving at the restaurant i noticed that my cell phone charge was about 10 . no worries. i pulled out the itorch and charged my phone.what i like? slim contour design, fits nicely in my hand, easy to hold pleasing black color with silver trim red laser pointer light works well for presentations led light in a pinch, this is helpful for looking at for something in the dark 4 blue lights indicate the amount of charge remaining 1 25 , 2 50 , etc. i especially like the blinking light indicating when the charge is between the major increments. for example, 1 light steady with the 2nd light blinking means i have about 37 charge remaining, or just 1 light blinking means i have about 12 charge remaining, which is good information to have. comes with nice pouch easily fits in one's purse or pocket comes with 2 cords 1 for charging your mobile device and 1 for charging the itorchwhat i dislike? the red laser pointer automatically turns off after 30 seconds for me, a little longer would be nicei own an htc evo lte 4g. with my cell off, the itorch charges just like as if i were plugged into a car charger. when using my cell and charging at the same time, the itorch is able to increase my charge, although at a slower rate than having the cell turned off. if watching an online video, the itorch is capable of keeping my cell's charge at the same level no increase, nor decrease .i also own an asus tf700t tablet with a keyboard. i understand that the itorch is spec'd at 5v 1a, which is lower than optimal for charging my tablet, but i gave it a shot. with keyboard attached, the itorch wasn't able to charge my tablet. when i removed the keyboard and plugged the itorch directly into the tablet, i was able to charge it, although at a rate of 1 every 10 minutes. i'll probably never use the itorch to charge my tablet, but it's good to know that if i'm in a real pinch i can.i would recommend the itorch to anyone. in fact, i think having a few more around would be a wise choice.",positive,long,positive,long,0.9942309856414795,"i bake many types of scones and pastries that demand perfect blending. that means the fat and flour must be blended well, but not overblended. this tool has taken a lot of the hard work and time out of the old way of using two knives in scissors action. the overall balance to weight ratio is excellent the handle is a good diameter and width, and the tines are spaced apart nicely. the design of the tines makes reaching all parts of the bowl to pick up flour a breeze. cleanup is easy since you can toss it into the diswasher without fear of rust. i highly recommend this product from novice to pro.",positive,home
606,"great arrows fit perfectly in my barnett 350 couldn't be happier with the results will but more, shot groups within 1 2 of each other every time!",positive,short,positive,short,0.9861582517623901,"nicest cover i have ever used for my blackberry torch. completely covers everything, but, works perfectly.soft, but hard. thank you",positive,cellphones
607,"i'll admit it i own the 200 leverpull because it's prettydoggone cool. but this opener, for a lot less , has the exact samepart that makes the whole screwpull line of corkscrews so easy to use the teflon coated quot worm quot screw.i've used five different models that feature this very thin, slippery screw and it's definitely the way to go regardless of the mechanism for driving it into the cork. it slides in like a surgical instrument, with minimal effort and maximum effect.one warning these corkscrews make the job so effortless that you can't wait to open another bottle. some self retraint will be required...",positive,long,negative,long,0.9921241402626038,"i got the case the same day i went to purchase the s5. case is easy to take off and put on after the 1st time of disassembly. as has been mentioned before the hole for the home button is off by a slight bit. it isn't enough to detract from usage, but otterbox should fix this and offer panel swapouts to those users who request them. as i work in retail, i know many of these are already in stores. most people probably won't care, but it may contribute to poor fingerprint sensor operation. other than this, i expect a long time of protection for my s5.",positive,cellphones
608,nexus 7 ..needed a pen and gambled on this one. works great good quality very satisfied with it. color and quality of manufacture just as anticipated.,positive,short,positive,short,0.9924416542053223,this is a good quality whisk... especially for the price! works great with pan sauces and gravies. sturdy and durable.,positive,home
